code,title,description,parent_code,attributes_json
CM-4.2,Verification of Controls,"After system changes, verify that the impacted controls are implemented correctly, operating as intended, and producing the desired outcome with regard to meeting the security and privacy requirements for the system.",CM-4,"{""baselines"": [""high"", ""moderate""], ""is_requirement"": true}"
CM-5,Access Restrictions for Change,"Define, document, approve, and enforce physical and logical access restrictions associated with changes to the system.",CM,"{""baselines"": [""high"", ""low"", ""moderate""], ""is_requirement"": true}"
CM-5.1,Automated Access Enforcement and Audit Records,Enforce access restrictions using automated mechanisms ; and Automatically generate audit records of the enforcement actions.,CM-5,"{""baselines"": [""high""], ""is_requirement"": true}"
CM-5.4,Dual Authorization,Enforce dual authorization for implementing changes to organization-defined system components and system-level information.,CM-5,"{""baselines"": [], ""is_requirement"": true}"
CM-5.5,Privilege Limitation for Production and Operation,Limit privileges to change system components and system-related information within a production or operational environment; and Review and reevaluate privileges organization-defined frequency.,CM-5,"{""baselines"": [], ""is_requirement"": true}"
CM-5.6,Limit Library Privileges,Limit privileges to change software resident within software libraries.,CM-5,"{""baselines"": [], ""is_requirement"": true}"
CM-6,Configuration Settings,"Establish and document configuration settings for components employed within the system that reflect the most restrictive mode consistent with operational requirements using common secure configurations; Implement the configuration settings; Identify, document, and approve any deviations from established configuration settings for system components based on operational requirements ; and Monitor and control changes to the configuration settings in accordance with organizational policies and procedures.",CM,"{""baselines"": [""high"", ""low"", ""moderate""], ""is_requirement"": true}"
CM-6.1,"Automated Management, Application, and Verification","Manage, apply, and verify configuration settings for system components using organization-defined automated mechanisms.",CM-6,"{""baselines"": [""high""], ""is_requirement"": true}"
CM-6.2,Respond to Unauthorized Changes,Take the following actions in response to unauthorized changes to configuration settings: actions.,CM-6,"{""baselines"": [""high""], ""is_requirement"": true}"
CM-7,Least Functionality,"Configure the system to provide only mission-essential capabilities ; and Prohibit or restrict the use of the following functions, ports, protocols, software, and/or services: organization-defined prohibited or restricted functions, system ports, protocols, software, and/or services.",CM,"{""baselines"": [""high"", ""low"", ""moderate""], ""is_requirement"": true}"
CM-7.1,Periodic Review,"Review the system frequency to identify unnecessary and/or nonsecure functions, ports, protocols, software, and services; and Disable or remove organization-defined functions, ports, protocols, software, and services within the system deemed to be unnecessary and/or nonsecure.",CM-7,"{""baselines"": [""high"", ""moderate""], ""is_requirement"": true}"
CM-7.2,Prevent Program Execution,"Prevent program execution in accordance with one or more of policies, rules of behavior, and/or access agreements regarding software program usage and restrictions, rules authorizing the terms and conditions of software program usage.",CM-7,"{""baselines"": [""high"", ""moderate""], ""is_requirement"": true}"
CM-7.3,Registration Compliance,Ensure compliance with registration requirements.,CM-7,"{""baselines"": [], ""is_requirement"": true}"
CM-7.4,Unauthorized Software — Deny-by-exception,"Identify software programs; Employ an allow-all, deny-by-exception policy to prohibit the execution of unauthorized software programs on the system; and Review and update the list of unauthorized software programs frequency.",CM-7,"{""baselines"": [], ""is_requirement"": true}"
CM-7.5,Authorized Software — Allow-by-exception,"Identify software programs; Employ a deny-all, permit-by-exception policy to allow the execution of authorized software programs on the system; and Review and update the list of authorized software programs frequency.",CM-7,"{""baselines"": [""high"", ""moderate""], ""is_requirement"": true}"
CM-7.6,Confined Environments with Limited Privileges,Require that the following user-installed software execute in a confined physical or virtual machine environment with limited privileges: user-installed software.,CM-7,"{""baselines"": [], ""is_requirement"": true}"
CM-7.7,Code Execution in Protected Environments,Allow execution of binary or machine-executable code only in confined physical or virtual machine environments and with the explicit approval of personnel or roles when such code is: Obtained from sources with limited or no warranty; and/or Without the provision of source code.,CM-7,"{""baselines"": [], ""is_requirement"": true}"
CM-7.8,Binary or Machine Executable Code,Prohibit the use of binary or machine-executable code from sources with limited or no warranty or without the provision of source code; and Allow exceptions only for compelling mission or operational requirements and with the approval of the authorizing official.,CM-7,"{""baselines"": [], ""is_requirement"": true}"
CM-7.9,Prohibiting The Use of Unauthorized Hardware,Identify hardware components; Prohibit the use or connection of unauthorized hardware components; Review and update the list of authorized hardware components frequency.,CM-7,"{""baselines"": [], ""is_requirement"": true}"
CM-8,System Component Inventory,Develop and document an inventory of system components that: Accurately reflects the system; Includes all components within the system; Does not include duplicate accounting of components or components assigned to any other system; Is at the level of granularity deemed necessary for tracking and reporting; and Includes the following information to achieve system component accountability: information ; and Review and update the system component inventory frequency.,CM,"{""baselines"": [""high"", ""low"", ""moderate""], ""is_requirement"": true}"
CM-8.1,Updates During Installation and Removal,"Update the inventory of system components as part of component installations, removals, and system updates.",CM-8,"{""baselines"": [""high"", ""moderate""], ""is_requirement"": true}"
CM-8.2,Automated Maintenance,"Maintain the currency, completeness, accuracy, and availability of the inventory of system components using organization-defined automated mechanisms.",CM-8,"{""baselines"": [""high""], ""is_requirement"": true}"
CM-8.3,Automated Unauthorized Component Detection,"Detect the presence of unauthorized hardware, software, and firmware components within the system using organization-defined automated mechanisms frequency ; and Take the following actions when unauthorized components are detected: one or more of disable network access by unauthorized components, isolate unauthorized components, notify personnel or roles.",CM-8,"{""baselines"": [""high"", ""moderate""], ""is_requirement"": true}"
CM-8.4,Accountability Information,"Include in the system component inventory information, a means for identifying by one or more of name, position, role , individuals responsible and accountable for administering those components.",CM-8,"{""baselines"": [""high""], ""is_requirement"": true}"
CM-8.6,Assessed Configurations and Approved Deviations,Include assessed component configurations and any approved deviations to current deployed configurations in the system component inventory.,CM-8,"{""baselines"": [], ""is_requirement"": true}"
CM-8.7,Centralized Repository,Provide a centralized repository for the inventory of system components.,CM-8,"{""baselines"": [], ""is_requirement"": true}"
CM-8.8,Automated Location Tracking,Support the tracking of system components by geographic location using automated mechanisms.,CM-8,"{""baselines"": [], ""is_requirement"": true}"
CM-8.9,Assignment of Components to Systems,Assign system components to a system; and Receive an acknowledgement from personnel or roles of this assignment.,CM-8,"{""baselines"": [], ""is_requirement"": true}"
CM-9,Configuration Management Plan,"Develop, document, and implement a configuration management plan for the system that: Addresses roles, responsibilities, and configuration management processes and procedures; Establishes a process for identifying configuration items throughout the system development life cycle and for managing the configuration of the configuration items; Defines the configuration items for the system and places the configuration items under configuration management; Is reviewed and approved by personnel or roles ; and Protects the configuration management plan from unauthorized disclosure and modification.",CM,"{""baselines"": [""high"", ""moderate""], ""is_requirement"": true}"
CM-9.1,Assignment of Responsibility,Assign responsibility for developing the configuration management process to organizational personnel that are not directly involved in system development.,CM-9,"{""baselines"": [], ""is_requirement"": true}"
CM-10,Software Usage Restrictions,"Use software and associated documentation in accordance with contract agreements and copyright laws; Track the use of software and associated documentation protected by quantity licenses to control copying and distribution; and Control and document the use of peer-to-peer file sharing technology to ensure that this capability is not used for the unauthorized distribution, display, performance, or reproduction of copyrighted work.",CM,"{""baselines"": [""high"", ""low"", ""moderate""], ""is_requirement"": true}"
CM-10.1,Open-source Software,Establish the following restrictions on the use of open-source software: restrictions.,CM-10,"{""baselines"": [], ""is_requirement"": true}"
CM-11,User-installed Software,Establish policies governing the installation of software by users; Enforce software installation policies through the following methods: methods ; and Monitor policy compliance frequency.,CM,"{""baselines"": [""high"", ""low"", ""moderate""], ""is_requirement"": true}"
CM-11.2,Software Installation with Privileged Status,Allow user installation of software only with explicit privileged status.,CM-11,"{""baselines"": [], ""is_requirement"": true}"
CM-11.3,Automated Enforcement and Monitoring,Enforce and monitor compliance with software installation policies using organization-defined automated mechanisms.,CM-11,"{""baselines"": [], ""is_requirement"": true}"
CM-12,Information Location,"Identify and document the location of information and the specific system components on which the information is processed and stored; Identify and document the users who have access to the system and system components where the information is processed and stored; and Document changes to the location (i.e., system or system components) where the information is processed and stored.",CM,"{""baselines"": [""high"", ""moderate""], ""is_requirement"": true}"
CM-12.1,Automated Tools to Support Information Location,Use automated tools to identify information by information type on system components to ensure controls are in place to protect organizational information and individual privacy.,CM-12,"{""baselines"": [""high"", ""moderate""], ""is_requirement"": true}"
CM-13,Data Action Mapping,Develop and document a map of system data actions.,CM,"{""baselines"": [], ""is_requirement"": true}"
CM-14,Signed Components,Prevent the installation of organization-defined software and firmware components without verification that the component has been digitally signed using a certificate that is recognized and approved by the organization.,CM,"{""baselines"": [], ""is_requirement"": true}"
CP-1,Policy and Procedures,"Develop, document, and disseminate to organization-defined personnel or roles: one or more of organization-level, mission/business process-level, system-level contingency planning policy that: Addresses purpose, scope, roles, responsibilities, management commitment, coordination among organizational entities, and compliance; and Is consistent with applicable laws, executive orders, directives, regulations, policies, standards, and guidelines; and Procedures to facilitate the implementation of the contingency planning policy and the associated contingency planning controls; Designate an official to manage the development, documentation, and dissemination of the contingency planning policy and procedures; and Review and update the current contingency planning: Policy frequency and following events ; and Procedures frequency and following events.",CP,"{""baselines"": [""high"", ""low"", ""moderate""], ""is_requirement"": true}"
CP-2,Contingency Plan,"Develop a contingency plan for the system that: Identifies essential mission and business functions and associated contingency requirements; Provides recovery objectives, restoration priorities, and metrics; Addresses contingency roles, responsibilities, assigned individuals with contact information; Addresses maintaining essential mission and business functions despite a system disruption, compromise, or failure; Addresses eventual, full system restoration without deterioration of the controls originally planned and implemented; Addresses the sharing of contingency information; and Is reviewed and approved by organization-defined personnel or roles; Distribute copies of the contingency plan to organization-defined key contingency personnel (identified by name and/or by role) and organizational elements; Coordinate contingency planning activities with incident handling activities; Review the contingency plan for the system frequency; Update the contingency plan to address changes to the organization, system, or environment of operation and problems encountered during contingency plan implementation, execution, or testing; Communicate contingency plan changes to organization-defined key contingency personnel (identified by name and/or by role) and organizational elements; Incorporate lessons learned from contingency plan testing, training, or actual contingency activities into contingency testing and training; and Protect the contingency plan from unauthorized disclosure and modification.",CP,"{""baselines"": [""high"", ""low"", ""moderate""], ""is_requirement"": true}"
CP-2.1,Coordinate with Related Plans,Coordinate contingency plan development with organizational elements responsible for related plans.,CP-2,"{""baselines"": [""high"", ""moderate""], ""is_requirement"": true}"
CP-2.2,Capacity Planning,"Conduct capacity planning so that necessary capacity for information processing, telecommunications, and environmental support exists during contingency operations.",CP-2,"{""baselines"": [""high""], ""is_requirement"": true}"
CP-2.3,Resume Mission and Business Functions,"Plan for the resumption of one or more of all, essential mission and business functions within time period of contingency plan activation.",CP-2,"{""baselines"": [""high"", ""moderate""], ""is_requirement"": true}"
CP-2.5,Continue Mission and Business Functions,"Plan for the continuance of one or more of all, essential mission and business functions with minimal or no loss of operational continuity and sustains that continuity until full system restoration at primary processing and/or storage sites.",CP-2,"{""baselines"": [""high""], ""is_requirement"": true}"
CP-2.6,Alternate Processing and Storage Sites,"Plan for the transfer of one or more of all, essential mission and business functions to alternate processing and/or storage sites with minimal or no loss of operational continuity and sustain that continuity through system restoration to primary processing and/or storage sites.",CP-2,"{""baselines"": [], ""is_requirement"": true}"
CP-2.7,Coordinate with External Service Providers,Coordinate the contingency plan with the contingency plans of external service providers to ensure that contingency requirements can be satisfied.,CP-2,"{""baselines"": [], ""is_requirement"": true}"
CP-2.8,Identify Critical Assets,"Identify critical system assets supporting one or more of all, essential mission and business functions.",CP-2,"{""baselines"": [""high"", ""moderate""], ""is_requirement"": true}"
CP-3,Contingency Training,Provide contingency training to system users consistent with assigned roles and responsibilities: Within time period of assuming a contingency role or responsibility; When required by system changes; and frequency thereafter; and Review and update contingency training content frequency and following events.,CP,"{""baselines"": [""high"", ""low"", ""moderate""], ""is_requirement"": true}"
CP-3.1,Simulated Events,Incorporate simulated events into contingency training to facilitate effective response by personnel in crisis situations.,CP-3,"{""baselines"": [""high""], ""is_requirement"": true}"
CP-3.2,Mechanisms Used in Training Environments,Employ mechanisms used in operations to provide a more thorough and realistic contingency training environment.,CP-3,"{""baselines"": [], ""is_requirement"": true}"
CP-4,Contingency Plan Testing,"Test the contingency plan for the system frequency using the following tests to determine the effectiveness of the plan and the readiness to execute the plan: organization-defined tests. Review the contingency plan test results; and Initiate corrective actions, if needed.",CP,"{""baselines"": [""high"", ""low"", ""moderate""], ""is_requirement"": true}"
CP-4.1,Coordinate with Related Plans,Coordinate contingency plan testing with organizational elements responsible for related plans.,CP-4,"{""baselines"": [""high"", ""moderate""], ""is_requirement"": true}"
CP-4.2,Alternate Processing Site,Test the contingency plan at the alternate processing site: To familiarize contingency personnel with the facility and available resources; and To evaluate the capabilities of the alternate processing site to support contingency operations.,CP-4,"{""baselines"": [""high""], ""is_requirement"": true}"
CP-4.3,Automated Testing,Test the contingency plan using automated mechanisms.,CP-4,"{""baselines"": [], ""is_requirement"": true}"
CP-4.4,Full Recovery and Reconstitution,Include a full recovery and reconstitution of the system to a known state as part of contingency plan testing.,CP-4,"{""baselines"": [], ""is_requirement"": true}"
CP-4.5,Self-challenge,Employ mechanisms to system or system component to disrupt and adversely affect the system or system component.,CP-4,"{""baselines"": [], ""is_requirement"": true}"
CP-6,Alternate Storage Site,"Establish an alternate storage site, including necessary agreements to permit the storage and retrieval of system backup information; and Ensure that the alternate storage site provides controls equivalent to that of the primary site.",CP,"{""baselines"": [""high"", ""moderate""], ""is_requirement"": true}"
CP-6.1,Separation from Primary Site,Identify an alternate storage site that is sufficiently separated from the primary storage site to reduce susceptibility to the same threats.,CP-6,"{""baselines"": [""high"", ""moderate""], ""is_requirement"": true}"
CP-6.2,Recovery Time and Recovery Point Objectives,Configure the alternate storage site to facilitate recovery operations in accordance with recovery time and recovery point objectives.,CP-6,"{""baselines"": [""high""], ""is_requirement"": true}"
CP-6.3,Accessibility,Identify potential accessibility problems to the alternate storage site in the event of an area-wide disruption or disaster and outline explicit mitigation actions.,CP-6,"{""baselines"": [""high"", ""moderate""], ""is_requirement"": true}"
CP-7,Alternate Processing Site,"Establish an alternate processing site, including necessary agreements to permit the transfer and resumption of system operations for essential mission and business functions within time period when the primary processing capabilities are unavailable; Make available at the alternate processing site, the equipment and supplies required to transfer and resume operations or put contracts in place to support delivery to the site within the organization-defined time period for transfer and resumption; and Provide controls at the alternate processing site that are equivalent to those at the primary site.",CP,"{""baselines"": [""high"", ""moderate""], ""is_requirement"": true}"
CP-7.1,Separation from Primary Site,Identify an alternate processing site that is sufficiently separated from the primary processing site to reduce susceptibility to the same threats.,CP-7,"{""baselines"": [""high"", ""moderate""], ""is_requirement"": true}"
CP-7.2,Accessibility,Identify potential accessibility problems to alternate processing sites in the event of an area-wide disruption or disaster and outlines explicit mitigation actions.,CP-7,"{""baselines"": [""high"", ""moderate""], ""is_requirement"": true}"
CP-7.3,Priority of Service,Develop alternate processing site agreements that contain priority-of-service provisions in accordance with availability requirements (including recovery time objectives).,CP-7,"{""baselines"": [""high"", ""moderate""], ""is_requirement"": true}"
CP-7.4,Preparation for Use,Prepare the alternate processing site so that the site can serve as the operational site supporting essential mission and business functions.,CP-7,"{""baselines"": [""high""], ""is_requirement"": true}"
CP-7.6,Inability to Return to Primary Site,Plan and prepare for circumstances that preclude returning to the primary processing site.,CP-7,"{""baselines"": [], ""is_requirement"": true}"
CP-8,Telecommunications Services,"Establish alternate telecommunications services, including necessary agreements to permit the resumption of system operations for essential mission and business functions within time period when the primary telecommunications capabilities are unavailable at either the primary or alternate processing or storage sites.",CP,"{""baselines"": [""high"", ""moderate""], ""is_requirement"": true}"
CP-8.1,Priority of Service Provisions,Develop primary and alternate telecommunications service agreements that contain priority-of-service provisions in accordance with availability requirements (including recovery time objectives); and Request Telecommunications Service Priority for all telecommunications services used for national security emergency preparedness if the primary and/or alternate telecommunications services are provided by a common carrier.,CP-8,"{""baselines"": [""high"", ""moderate""], ""is_requirement"": true}"
CP-8.2,Single Points of Failure,Obtain alternate telecommunications services to reduce the likelihood of sharing a single point of failure with primary telecommunications services.,CP-8,"{""baselines"": [""high"", ""moderate""], ""is_requirement"": true}"
CP-8.3,Separation of Primary and Alternate Providers,Obtain alternate telecommunications services from providers that are separated from primary service providers to reduce susceptibility to the same threats.,CP-8,"{""baselines"": [""high""], ""is_requirement"": true}"
CP-8.4,Provider Contingency Plan,Require primary and alternate telecommunications service providers to have contingency plans; Review provider contingency plans to ensure that the plans meet organizational contingency requirements; and Obtain evidence of contingency testing and training by providers organization-defined frequency.,CP-8,"{""baselines"": [""high""], ""is_requirement"": true}"
CP-8.5,Alternate Telecommunication Service Testing,Test alternate telecommunication services frequency.,CP-8,"{""baselines"": [], ""is_requirement"": true}"
CP-9,System Backup,"Conduct backups of user-level information contained in system components frequency; Conduct backups of system-level information contained in the system frequency; Conduct backups of system documentation, including security- and privacy-related documentation frequency ; and Protect the confidentiality, integrity, and availability of backup information.",CP,"{""baselines"": [""high"", ""low"", ""moderate""], ""is_requirement"": true}"
CP-9.1,Testing for Reliability and Integrity,Test backup information organization-defined frequency to verify media reliability and information integrity.,CP-9,"{""baselines"": [""high"", ""moderate""], ""is_requirement"": true}"
CP-9.2,Test Restoration Using Sampling,Use a sample of backup information in the restoration of selected system functions as part of contingency plan testing.,CP-9,"{""baselines"": [""high""], ""is_requirement"": true}"
CP-9.3,Separate Storage for Critical Information,Store backup copies of critical system software and other security-related information in a separate facility or in a fire rated container that is not collocated with the operational system.,CP-9,"{""baselines"": [""high""], ""is_requirement"": true}"
CP-9.5,Transfer to Alternate Storage Site,Transfer system backup information to the alternate storage site organization-defined time period and transfer rate consistent with the recovery time and recovery point objectives.,CP-9,"{""baselines"": [""high""], ""is_requirement"": true}"
CP-9.6,Redundant Secondary System,Conduct system backup by maintaining a redundant secondary system that is not collocated with the primary system and that can be activated without loss of information or disruption to operations.,CP-9,"{""baselines"": [], ""is_requirement"": true}"
CP-9.7,Dual Authorization for Deletion or Destruction,Enforce dual authorization for the deletion or destruction of backup information.,CP-9,"{""baselines"": [], ""is_requirement"": true}"
CP-9.8,Cryptographic Protection,Implement cryptographic mechanisms to prevent unauthorized disclosure and modification of backup information.,CP-9,"{""baselines"": [""high"", ""moderate""], ""is_requirement"": true}"
CP-10,System Recovery and Reconstitution,"Provide for the recovery and reconstitution of the system to a known state within organization-defined time period consistent with recovery time and recovery point objectives after a disruption, compromise, or failure.",CP,"{""baselines"": [""high"", ""low"", ""moderate""], ""is_requirement"": true}"
CP-10.2,Transaction Recovery,Implement transaction recovery for systems that are transaction-based.,CP-10,"{""baselines"": [""high"", ""moderate""], ""is_requirement"": true}"
CP-10.4,Restore Within Time Period,"Provide the capability to restore system components within restoration time periods from configuration-controlled and integrity-protected information representing a known, operational state for the components.",CP-10,"{""baselines"": [""high""], ""is_requirement"": true}"
CP-10.6,Component Protection,Protect system components used for recovery and reconstitution.,CP-10,"{""baselines"": [], ""is_requirement"": true}"
CP-11,Alternate Communications Protocols,Provide the capability to employ alternative communications protocols in support of maintaining continuity of operations.,CP,"{""baselines"": [], ""is_requirement"": true}"
CP-12,Safe Mode,"When conditions are detected, enter a safe mode of operation with restrictions.",CP,"{""baselines"": [], ""is_requirement"": true}"
CP-13,Alternative Security Mechanisms,Employ alternative or supplemental security mechanisms for satisfying security functions when the primary means of implementing the security function is unavailable or compromised.,CP,"{""baselines"": [], ""is_requirement"": true}"
IA-1,Policy and Procedures,"Develop, document, and disseminate to organization-defined personnel or roles: one or more of organization-level, mission/business process-level, system-level identification and authentication policy that: Addresses purpose, scope, roles, responsibilities, management commitment, coordination among organizational entities, and compliance; and Is consistent with applicable laws, executive orders, directives, regulations, policies, standards, and guidelines; and Procedures to facilitate the implementation of the identification and authentication policy and the associated identification and authentication controls; Designate an official to manage the development, documentation, and dissemination of the identification and authentication policy and procedures; and Review and update the current identification and authentication: Policy frequency and following events ; and Procedures frequency and following events.",IA,"{""baselines"": [""high"", ""low"", ""moderate""], ""is_requirement"": true}"
IA-2,Identification and Authentication (Organizational Users),Uniquely identify and authenticate organizational users and associate that unique identification with processes acting on behalf of those users.,IA,"{""baselines"": [""high"", ""low"", ""moderate""], ""is_requirement"": true}"
IA-2.1,Multi-factor Authentication to Privileged Accounts,Implement multi-factor authentication for access to privileged accounts.,IA-2,"{""baselines"": [""high"", ""low"", ""moderate""], ""is_requirement"": true}"
IA-2.2,Multi-factor Authentication to Non-privileged Accounts,Implement multi-factor authentication for access to non-privileged accounts.,IA-2,"{""baselines"": [""high"", ""low"", ""moderate""], ""is_requirement"": true}"
IA-2.5,Individual Authentication with Group Authentication,"When shared accounts or authenticators are employed, require users to be individually authenticated before granting access to the shared accounts or resources.",IA-2,"{""baselines"": [""high""], ""is_requirement"": true}"
IA-2.6,Access to Accounts —separate Device,"Implement multi-factor authentication for one or more of local, network, remote access to one or more of privileged accounts, non-privileged accounts such that: One of the factors is provided by a device separate from the system gaining access; and The device meets strength of mechanism requirements.",IA-2,"{""baselines"": [], ""is_requirement"": true}"
IA-2.8,Access to Accounts — Replay Resistant,"Implement replay-resistant authentication mechanisms for access to one or more of privileged accounts, non-privileged accounts.",IA-2,"{""baselines"": [""high"", ""low"", ""moderate""], ""is_requirement"": true}"
IA-2.10,Single Sign-on,Provide a single sign-on capability for system accounts and services.,IA-2,"{""baselines"": [], ""is_requirement"": true}"
IA-2.12,Acceptance of PIV Credentials,Accept and electronically verify Personal Identity Verification-compliant credentials.,IA-2,"{""baselines"": [""high"", ""low"", ""moderate""], ""is_requirement"": true}"
IA-2.13,Out-of-band Authentication,Implement the following out-of-band authentication mechanisms under conditions: out-of-band authentication.,IA-2,"{""baselines"": [], ""is_requirement"": true}"
IA-3,Device Identification and Authentication,"Uniquely identify and authenticate devices and/or types of devices before establishing a one or more of local, remote, network connection.",IA,"{""baselines"": [""high"", ""moderate""], ""is_requirement"": true}"
IA-3.1,Cryptographic Bidirectional Authentication,"Authenticate devices and/or types of devices before establishing one or more of local, remote, network connection using bidirectional authentication that is cryptographically based.",IA-3,"{""baselines"": [], ""is_requirement"": true}"
IA-3.3,Dynamic Address Allocation,"Where addresses are allocated dynamically, standardize dynamic address allocation lease information and the lease duration assigned to devices in accordance with organization-defined lease information and lease duration ; and Audit lease information when assigned to a device.",IA-3,"{""baselines"": [], ""is_requirement"": true}"
IA-3.4,Device Attestation,Handle device identification and authentication based on attestation by configuration management process.,IA-3,"{""baselines"": [], ""is_requirement"": true}"
IA-4,Identifier Management,"Manage system identifiers by: Receiving authorization from personnel or roles to assign an individual, group, role, service, or device identifier; Selecting an identifier that identifies an individual, group, role, service, or device; Assigning the identifier to the intended individual, group, role, service, or device; and Preventing reuse of identifiers for time period.",IA,"{""baselines"": [""high"", ""low"", ""moderate""], ""is_requirement"": true}"
IA-4.1,Prohibit Account Identifiers as Public Identifiers,Prohibit the use of system account identifiers that are the same as public identifiers for individual accounts.,IA-4,"{""baselines"": [], ""is_requirement"": true}"
IA-4.4,Identify User Status,Manage individual identifiers by uniquely identifying each individual as characteristics.,IA-4,"{""baselines"": [""high"", ""moderate""], ""is_requirement"": true}"
IA-4.5,Dynamic Management,Manage individual identifiers dynamically in accordance with dynamic identifier policy.,IA-4,"{""baselines"": [], ""is_requirement"": true}"
IA-4.6,Cross-organization Management,Coordinate with the following external organizations for cross-organization management of identifiers: external organizations.,IA-4,"{""baselines"": [], ""is_requirement"": true}"
IA-4.8,Pairwise Pseudonymous Identifiers,Generate pairwise pseudonymous identifiers.,IA-4,"{""baselines"": [], ""is_requirement"": true}"
IA-4.9,Attribute Maintenance and Protection,"Maintain the attributes for each uniquely identified individual, device, or service in protected central storage.",IA-4,"{""baselines"": [], ""is_requirement"": true}"
IA-5,Authenticator Management,"Manage system authenticators by: Verifying, as part of the initial authenticator distribution, the identity of the individual, group, role, service, or device receiving the authenticator; Establishing initial authenticator content for any authenticators issued by the organization; Ensuring that authenticators have sufficient strength of mechanism for their intended use; Establishing and implementing administrative procedures for initial authenticator distribution, for lost or compromised or damaged authenticators, and for revoking authenticators; Changing default authenticators prior to first use; Changing or refreshing authenticators time period by authenticator type or when events occur; Protecting authenticator content from unauthorized disclosure and modification; Requiring individuals to take, and having devices implement, specific controls to protect authenticators; and Changing authenticators for group or role accounts when membership to those accounts changes.",IA,"{""baselines"": [""high"", ""low"", ""moderate""], ""is_requirement"": true}"
IA-5.1,Password-based Authentication,"For password-based authentication: Maintain a list of commonly-used, expected, or compromised passwords and update the list frequency and when organizational passwords are suspected to have been compromised directly or indirectly; Verify, when users create or update passwords, that the passwords are not found on the list of commonly-used, expected, or compromised passwords in IA-5(1)(a); Transmit passwords only over cryptographically-protected channels; Store passwords using an approved salted key derivation function, preferably using a keyed hash; Require immediate selection of a new password upon account recovery; Allow user selection of long passwords and passphrases, including spaces and all printable characters; Employ automated tools to assist the user in selecting strong password authenticators; and Enforce the following composition and complexity rules: composition and complexity rules.",IA-5,"{""baselines"": [""high"", ""low"", ""moderate""], ""is_requirement"": true}"
IA-5.2,Public Key-based Authentication,"For public key-based authentication: Enforce authorized access to the corresponding private key; and Map the authenticated identity to the account of the individual or group; and When public key infrastructure (PKI) is used: Validate certificates by constructing and verifying a certification path to an accepted trust anchor, including checking certificate status information; and Implement a local cache of revocation data to support path discovery and validation.",IA-5,"{""baselines"": [""high"", ""moderate""], ""is_requirement"": true}"
IA-5.5,Change Authenticators Prior to Delivery,Require developers and installers of system components to provide unique authenticators or change default authenticators prior to delivery and installation.,IA-5,"{""baselines"": [], ""is_requirement"": true}"
IA-5.6,Protection of Authenticators,Protect authenticators commensurate with the security category of the information to which use of the authenticator permits access.,IA-5,"{""baselines"": [""high"", ""moderate""], ""is_requirement"": true}"
IA-5.7,No Embedded Unencrypted Static Authenticators,Ensure that unencrypted static authenticators are not embedded in applications or other forms of static storage.,IA-5,"{""baselines"": [], ""is_requirement"": true}"
IA-5.8,Multiple System Accounts,Implement security controls to manage the risk of compromise due to individuals having accounts on multiple systems.,IA-5,"{""baselines"": [], ""is_requirement"": true}"
IA-5.9,Federated Credential Management,Use the following external organizations to federate credentials: external organizations.,IA-5,"{""baselines"": [], ""is_requirement"": true}"
IA-5.10,Dynamic Credential Binding,Bind identities and authenticators dynamically using the following rules: binding rules.,IA-5,"{""baselines"": [], ""is_requirement"": true}"
IA-5.12,Biometric Authentication Performance,"For biometric-based authentication, employ mechanisms that satisfy the following biometric quality requirements biometric quality requirements.",IA-5,"{""baselines"": [], ""is_requirement"": true}"
IA-5.13,Expiration of Cached Authenticators,Prohibit the use of cached authenticators after time period.,IA-5,"{""baselines"": [], ""is_requirement"": true}"
IA-5.14,Managing Content of PKI Trust Stores,"For PKI-based authentication, employ an organization-wide methodology for managing the content of PKI trust stores installed across all platforms, including networks, operating systems, browsers, and applications.",IA-5,"{""baselines"": [], ""is_requirement"": true}"
IA-5.15,GSA-approved Products and Services,"Use only General Services Administration-approved products and services for identity, credential, and access management.",IA-5,"{""baselines"": [], ""is_requirement"": true}"
IA-5.16,In-person or Trusted External Party Authenticator Issuance,"Require that the issuance of types of and/or specific authenticators be conducted one or more of in person, by a trusted external party before registration authority with authorization by personnel or roles.",IA-5,"{""baselines"": [], ""is_requirement"": true}"
IA-5.17,Presentation Attack Detection for Biometric Authenticators,Employ presentation attack detection mechanisms for biometric-based authentication.,IA-5,"{""baselines"": [], ""is_requirement"": true}"
IA-5.18,Password Managers,Employ password managers to generate and manage passwords; and Protect the passwords using controls.,IA-5,"{""baselines"": [], ""is_requirement"": true}"
IA-6,Authentication Feedback,Obscure feedback of authentication information during the authentication process to protect the information from possible exploitation and use by unauthorized individuals.,IA,"{""baselines"": [""high"", ""low"", ""moderate""], ""is_requirement"": true}"
IA-7,Cryptographic Module Authentication,"Implement mechanisms for authentication to a cryptographic module that meet the requirements of applicable laws, executive orders, directives, policies, regulations, standards, and guidelines for such authentication.",IA,"{""baselines"": [""high"", ""low"", ""moderate""], ""is_requirement"": true}"
IA-8,Identification and Authentication (Non-organizational Users),Uniquely identify and authenticate non-organizational users or processes acting on behalf of non-organizational users.,IA,"{""baselines"": [""high"", ""low"", ""moderate""], ""is_requirement"": true}"
IA-8.1,Acceptance of PIV Credentials from Other Agencies,Accept and electronically verify Personal Identity Verification-compliant credentials from other federal agencies.,IA-8,"{""baselines"": [""high"", ""low"", ""moderate""], ""is_requirement"": true}"
